Geography,EB,Age,EstimatedSalary,NumOfProducts,CreditScore,Tenure,HasCrCard,IsActiveMember,Exited,Gender
0,0.0,1,2,2,1,6,0,0,0,1
1,0.605242215,1,2,1,1,9,1,1,1,1
0,8.692972901,2,0,1,1,5,1,1,0,1
0,0.847108636,2,1,1,0,1,1,0,1,1
0,0.0,1,1,2,0,8,0,0,0,1
0,1.052024884,2,1,1,1,9,1,0,0,0
2,1.091045976,1,1,1,0,6,1,0,0,1
2,0.921318568,2,1,3,1,6,1,0,1,0
0,1.086744946,2,1,1,2,2,0,1,0,1
1,1.184759535,1,1,2,1,9,1,1,0,0
0,10.64137157,1,0,2,1,7,1,0,0,0
2,0.773537088,1,1,2,1,0,1,1,0,1
2,0.718895387,1,2,1,1,7,0,1,0,1
2,0.782665803,1,2,1,1,4,1,0,1,0
0,0.0,2,1,1,2,4,0,1,0,1
0,0.904124754,2,1,2,2,1,0,1,0,1
0,0.0,2,1,1,1,5,1,0,1,0
1,0.0,2,2,2,1,8,1,1,0,0
0,0.0,1,1,1,0,10,0,0,0,1
0,0.0,1,0,2,0,7,1,1,0,0
1,1.335877953,1,1,1,0,3,1,0,1,1
2,2.914267552,2,0,2,1,2,1,1,0,1
0,0.0,1,1,2,0,6,1,0,0,0
2,0.73580914,1,2,1,1,1,1,1,0,0
2,1.16745522,2,1,1,1,7,1,1,1,0
1,0.0,1,2,2,2,10,1,0,0,1
1,0.0,2,1,3,2,8,1,0,1,0
1,0.0,1,1,2,2,8,1,0,0,0
0,1.152558559,0,1,1,0,4,1,0,0,0
0,0.952500114,2,1,1,1,1,0,0,0,0
1,1.707033801,1,1,1,1,6,1,1,0,1
1,0.0,1,1,2,1,3,1,1,0,0
0,1.15205578,2,1,1,1,0,1,0,0,1
0,0.0,2,2,1,1,5,1,1,0,1
0,1.088779028,1,1,1,1,7,1,0,0,0
2,1.033449867,0,1,1,1,0,0,0,1,0
1,0.0,1,1,2,1,5,1,1,0,1
1,4.753229364,1,0,1,2,4,1,1,0,1
0,0.0,2,2,2,1,1,0,1,0,0
1,0.0,1,1,1,1,8,1,0,1,1
1,0.993018533,1,1,2,1,3,0,1,0,1
1,0.0,1,1,1,1,8,1,1,0,1
0,1.353017688,1,1,2,1,7,0,0,0,1
1,0.0,1,1,1,0,8,0,1,0,0
0,1.612978889,1,1,1,0,9,1,1,0,1
0,0.0,1,1,2,0,7,0,0,0,1
2,0.892305547,2,1,2,2,8,0,0,0,1
0,4.444052731,1,0,2,1,8,0,0,0,1
2,2.822064737,2,1,2,0,7,1,0,0,1
2,3.60705958,1,0,2,1,8,1,0,0,0
0,0.0,1,1,2,1,8,1,0,0,0
0,0.0,2,2,4,2,9,1,1,1,1
1,0.0,1,2,2,1,5,1,0,0,1
2,0.433133704,2,2,1,2,1,1,0,0,1
0,0.685800416,1,1,1,1,4,0,1,0,0
0,35.48462526,1,0,1,0,4,1,1,0,1
1,0.0,1,1,1,2,0,1,0,0,1
0,0.0,1,0,2,1,5,1,0,0,0
0,0.0,2,1,1,1,2,0,0,0,0
1,0.0,1,0,2,2,2,0,1,0,1
1,1.698259373,1,1,1,2,8,1,0,0,1
2,1.205815565,1,1,2,2,5,1,1,0,1
1,1.461422948,2,1,1,1,1,1,1,0,1
0,2.625300172,2,1,1,1,9,1,0,0,1
2,0.94093272,2,2,1,2,6,0,0,0,1
2,0.55741646,2,2,2,1,9,0,1,0,1
1,0.0,1,1,1,2,9,1,1,0,1
1,3.150787774,1,0,1,1,3,1,0,1,0
1,0.0,1,1,1,1,8,1,0,0,1
1,0.0,2,0,2,2,1,1,1,0,0
2,3.170139171,1,0,2,2,3,0,1,0,0
0,0.0,1,0,2,1,7,1,0,0,0
1,0.564492896,1,2,1,1,5,1,1,0,0
0,0.0,2,2,2,1,6,1,0,0,1
2,1.731127678,1,1,2,1,5,1,0,0,1
2,5.262181692,1,0,2,1,2,0,1,0,0
2,1.2490511,1,1,1,2,5,0,1,0,1
1,0.0,1,0,2,1,4,1,1,0,0
1,0.758811256,1,1,2,2,5,0,0,0,0
0,1.773143978,1,1,2,1,0,0,1,0,1
0,0.0,0,0,2,2,7,1,0,0,1
1,0.0,2,1,2,1,4,1,0,0,0
0,0.819688885,2,1,1,2,5,1,0,0,1
2,1.945784832,1,1,2,1,7,1,1,0,1
2,1.00815372,1,2,2,1,3,1,1,0,0
0,1.895747059,1,1,1,1,8,0,0,0,1
2,0.71666941,1,2,1,1,0,1,0,0,0
1,0.0,1,0,1,2,9,1,1,0,1
1,5.808897264,2,0,1,2,8,1,0,0,1
0,2.140021836,1,1,2,1,7,1,0,0,1
0,2.61896653,2,0,1,1,7,0,0,0,0
0,0.0,1,0,2,2,4,0,1,0,0
2,0.559756147,2,1,1,1,1,0,0,1,0
0,0.0,1,0,1,0,6,1,1,0,1
0,0.424052625,1,2,1,2,7,0,1,0,0
0,1.544724234,1,1,1,0,2,1,0,0,1
1,0.0,2,1,1,1,1,0,1,1,0
2,4.94247795,1,0,1,1,9,1,0,0,1
2,0.869605724,1,2,1,1,2,1,0,1,1
0,1.322859935,2,1,2,0,9,1,0,1,1
2,0.747850383,1,2,2,1,7,1,1,0,0
0,1.479619008,1,1,1,0,7,0,0,0,1
2,0.425785843,2,2,1,2,2,1,0,0,0
1,2.729995033,1,0,2,1,10,0,0,0,0
2,0.855301765,1,1,2,2,5,1,0,0,1
1,0.0,2,2,1,0,7,0,1,1,0
0,1.660638354,1,1,2,1,2,0,1,0,1
2,1.212206121,1,1,1,0,1,1,1,1,0
2,222.7416442,1,0,1,1,5,1,0,0,0
0,0.0,1,2,2,1,9,1,0,0,1
0,0.810512433,1,1,1,0,5,0,1,1,1
0,1.201900006,1,1,2,1,4,1,0,1,0
0,2.538156881,1,1,1,2,1,1,1,0,0
0,0.515177451,1,2,1,1,7,0,0,0,1
0,0.0,1,1,2,1,1,1,1,0,1
2,3.053624202,2,0,2,2,6,1,1,0,1
0,0.0,1,0,2,1,3,1,1,0,0
0,0.0,2,1,2,2,7,1,1,0,0
1,8.659377383,1,0,2,2,1,0,0,0,1
2,0.692676035,1,1,2,1,2,1,1,0,1
1,0.903535383,1,1,1,2,4,0,0,1,0
0,1.608927901,1,1,1,1,1,0,1,0,1
2,0.737569178,1,2,2,1,4,1,1,0,1
1,5.553936456,1,0,1,1,1,0,0,0,1
0,0.801116476,1,1,2,0,7,1,0,0,1
0,0.681412132,1,2,1,0,8,0,0,0,0
0,0.0,1,1,2,1,5,0,0,0,1
0,1.271330924,1,1,1,1,4,0,0,0,1
0,1.404397248,2,1,1,1,5,1,1,0,0
0,0.0,1,1,2,1,2,1,0,0,1
0,0.0,1,1,2,2,8,1,0,0,1
1,0.0,1,1,1,2,0,0,0,0,0
0,1.235418776,1,1,2,0,6,0,0,1,0
1,0.884496444,1,2,2,0,1,0,1,0,1
0,1.833651021,1,1,1,1,8,1,1,0,1
2,1.310837541,1,1,2,1,3,1,1,0,1
1,0.0,1,1,2,1,2,1,0,1,1
0,4.204368855,1,0,1,1,1,0,0,1,1
0,0.0,2,1,1,0,8,0,1,0,0
1,0.0,1,2,2,2,6,1,1,0,0
2,6.571369329,2,0,2,1,3,1,1,0,0
1,0.260797569,1,1,2,1,8,1,0,0,0
1,0.527154508,2,2,1,1,7,0,1,0,1
1,1.105116958,1,1,2,1,1,1,1,0,1
0,0.0,1,2,2,2,1,1,0,0,1
2,0.52418518,1,2,1,1,5,0,1,0,0
0,2.076104366,1,1,1,0,9,1,0,0,1
2,2.568659302,2,0,1,1,4,1,0,1,1
0,15.06326961,2,0,3,1,4,0,0,1,0
1,0.0,1,1,2,2,10,1,1,0,0
0,0.0,2,1,2,1,3,1,1,0,0
0,1.140566592,1,1,1,0,7,1,1,0,1
1,0.524329314,1,2,1,1,8,1,0,0,0
0,1.462322836,1,1,1,0,1,0,0,0,0
0,12.90404889,1,0,1,0,5,0,1,0,1
2,2.767026843,1,1,2,2,7,1,0,0,0
0,0.0,1,1,2,1,7,0,0,0,1
0,0.0,2,2,1,2,2,0,1,1,0
0,0.0,2,1,2,2,5,0,0,0,1
0,2.170796725,2,1,2,1,6,1,1,0,0
0,0.0,2,2,2,1,0,1,1,0,0
0,0.0,1,1,2,2,0,0,1,0,0
2,1.189967922,1,1,1,2,7,1,0,0,0
0,0.0,1,0,2,2,9,1,0,0,1
2,4.816322015,1,0,2,0,2,1,1,0,1
0,2.239972511,1,0,1,0,9,1,1,0,1
0,1.516039589,1,1,1,0,3,0,0,0,1
2,1.447018306,1,1,1,1,3,1,0,0,0
1,2.194983283,1,1,2,1,5,1,1,0,1
1,1.078713324,2,1,2,1,8,0,1,0,1
1,17.14229316,1,0,1,1,9,1,1,0,1
1,0.0,1,2,2,1,1,0,0,0,1
1,0.563017105,1,2,1,2,4,1,1,0,0
2,0.520213517,2,2,1,2,8,1,1,1,0
0,1.338351654,1,1,1,2,4,1,1,0,0
2,4.233556823,2,0,1,2,4,1,0,1,1
2,3.908411606,1,0,2,0,9,1,1,0,1
1,1.244085579,1,1,2,0,7,0,1,1,0
1,0.0,1,1,2,0,9,0,0,0,0
2,0.674011784,2,2,1,2,8,0,0,1,1
0,0.0,1,1,2,0,5,1,1,0,1
0,0.0,1,1,2,1,7,1,1,0,0
0,0.0,1,0,1,1,0,1,0,0,1
2,2.769809112,1,0,1,1,8,1,0,1,1
1,1.24561439,2,0,2,1,5,0,1,0,0
2,17.74849629,1,0,1,1,6,1,1,0,1
1,0.0,1,2,2,2,6,1,1,0,1
0,1.147122589,2,1,2,0,7,1,0,1,1
2,0.887793906,1,1,2,0,0,0,0,1,1
0,0.630612302,2,2,1,1,9,1,1,0,1
1,0.47899484,1,2,1,0,5,1,1,0,0
0,11.64919194,1,0,1,0,3,1,0,0,0
1,0.0,1,1,2,2,8,1,1,0,0
0,3.020883645,1,0,2,1,1,1,0,0,0
0,0.0,2,1,2,1,2,1,1,0,0
0,0.0,1,2,1,2,9,0,1,1,1
1,0.0,1,1,1,0,7,1,0,0,0
1,1.041870273,1,1,1,1,0,0,1,1,0
2,0.734869277,1,2,1,0,8,0,1,0,0
1,0.0,1,0,2,0,8,1,0,0,0
2,0.807866756,1,2,2,2,5,1,1,0,0
0,1.809689137,2,1,1,2,4,1,1,0,0
1,0.902906512,1,1,1,1,10,1,1,0,1
0,1.306428752,2,1,1,2,4,1,0,0,0
2,1.153243084,1,1,1,2,4,0,0,1,0
0,3.607892442,2,0,1,2,9,1,1,1,0
1,0.284768793,1,1,1,0,2,1,0,1,0
0,0.722325192,1,2,1,0,1,1,1,0,0
0,0.0,2,2,2,1,4,1,1,0,1
0,0.0,1,1,2,1,9,1,1,0,1
1,0.548979909,1,2,1,1,8,1,1,0,0
2,0.884120719,1,2,2,0,2,1,1,0,0
0,2.676360939,2,1,1,0,9,1,0,1,1
1,0.990521764,1,1,1,2,8,1,0,0,1
0,1.095602653,2,1,1,1,7,0,1,0,1
0,0.0,1,1,2,2,7,1,1,0,0
0,0.0,2,1,1,0,9,1,1,0,0
0,1.251746328,1,1,1,1,3,1,1,0,0
0,4.552772186,1,0,2,1,8,0,1,0,1
2,0.808746692,1,2,1,1,7,1,0,0,1
1,0.0,1,1,2,1,6,0,0,0,1
1,5.412759446,1,0,1,1,2,1,0,0,1
1,0.0,2,0,2,2,10,1,1,0,0
2,5.059975722,1,0,1,1,1,1,0,0,0
1,0.849190426,1,1,1,0,5,1,1,0,1
1,0.817594031,1,1,1,0,5,0,1,0,1
2,18.85104914,1,0,4,1,9,0,1,1,1
1,0.340839986,2,2,2,2,9,1,0,1,1
1,0.0,1,1,2,1,7,1,1,0,1
0,0.0,1,1,1,0,9,0,1,0,1
2,1.029528359,1,1,2,1,9,1,0,0,0
1,0.0,1,0,2,0,2,1,1,0,0
0,0.0,1,0,2,2,2,0,1,0,1
2,0.669480395,1,2,1,2,7,0,1,0,1
0,0.0,1,0,2,1,6,1,0,0,1
1,0.0,1,0,2,0,6,1,1,0,1
1,4.068597203,1,0,1,1,7,1,1,0,1
1,0.841402716,1,1,1,1,8,1,0,0,1
0,0.0,2,2,2,0,7,1,1,0,1
0,1.247731059,1,1,1,1,9,1,1,0,0
0,0.0,1,1,2,2,4,1,1,0,1
0,0.0,1,2,2,1,1,1,1,0,0
2,0.391787788,1,2,1,1,8,0,0,0,0
0,0.0,1,1,2,0,3,1,1,0,1
1,1.034894258,2,1,1,0,7,1,0,0,0
0,1.538364118,1,1,2,2,7,1,1,0,0
1,0.0,1,2,2,2,3,0,1,0,0
1,0.0,1,1,2,1,0,0,0,0,0
2,0.66024695,2,2,1,2,5,1,1,1,0
1,0.0,1,1,1,1,6,1,1,0,0
0,0.0,1,1,1,0,8,1,1,0,0
1,0.0,2,1,2,2,5,0,1,0,1
1,0.0,1,1,1,2,10,1,1,0,0
1,0.0,1,0,2,2,2,1,1,0,1
1,0.589953133,2,2,1,1,1,1,1,0,0
2,1.135062187,0,1,1,0,9,1,1,0,1
0,0.0,1,1,2,2,4,1,0,0,0
0,0.0,2,0,2,1,3,1,1,0,0
1,0.0,2,0,2,1,6,1,1,0,0
1,0.0,1,0,2,1,3,1,0,0,0
1,0.580199011,2,1,1,1,0,1,1,0,1
0,0.0,2,0,2,1,9,1,0,0,1
2,0.646329344,1,1,1,1,4,1,0,1,0
2,1.669450438,1,1,2,2,6,1,1,0,1
1,0.651179352,1,2,1,2,2,1,1,0,1
1,0.0,1,2,1,0,7,0,1,0,1
2,3.029069921,2,0,1,0,1,0,0,1,1
2,1.77352417,1,1,2,0,3,1,0,1,0
0,2.143292633,1,0,2,2,3,0,1,0,0
0,0.0,2,1,1,1,7,1,1,1,1
0,0.0,1,0,2,1,7,0,1,0,0
0,0.808367759,1,2,1,1,5,0,0,1,0
0,0.811209693,1,1,3,1,9,1,0,1,1
0,0.826567146,1,2,1,1,2,1,0,1,1
0,1.331847559,2,1,1,1,8,1,1,0,1
0,0.0,1,2,2,2,3,1,0,0,1
0,0.0,1,2,2,1,1,0,1,0,1
2,0.863201915,1,2,2,2,8,1,0,0,1
2,2.690194674,2,0,1,0,3,0,0,1,1
1,0.773383659,1,1,1,1,3,1,0,0,0
2,0.7655015,1,1,2,0,6,1,0,0,1
0,0.861791515,1,2,1,0,4,0,0,1,0
1,0.0,2,0,2,1,5,1,1,0,0
2,2.276302307,2,0,1,1,7,1,1,0,1
2,41.18772674,1,0,2,2,5,1,0,0,1
0,0.0,1,0,2,0,3,1,0,0,1
2,0.880818378,1,2,2,2,9,1,0,0,0
0,3.424845472,1,0,2,1,3,1,0,0,1
0,0.56041428,1,2,1,0,3,0,1,0,1
0,1.297669423,1,1,1,2,7,0,1,0,1
2,0.987720079,1,1,1,0,7,1,0,1,0
1,1.275735053,2,1,1,0,3,1,0,0,1
0,0.806598839,2,2,1,1,6,1,0,0,1
2,0.944041138,1,2,1,2,6,0,0,0,1
1,0.0,1,1,2,2,9,1,0,0,1
0,1.066958991,1,1,1,2,5,0,0,1,1
2,0.646283144,1,1,2,1,3,1,1,0,1
0,0.0,2,2,2,1,1,1,1,0,1
1,0.0,1,1,2,1,9,0,0,0,1
0,0.809187755,2,1,2,0,2,1,1,0,0
0,1.51395285,1,1,1,1,10,1,0,1,0
0,0.756306474,2,2,1,1,8,1,0,1,1
2,21.17590124,1,0,2,1,9,0,1,0,1
0,0.0,1,1,2,1,10,0,1,0,1
1,1.011745368,2,2,2,1,5,1,1,0,1
2,0.801382383,2,1,3,0,3,0,1,1,0
0,0.92724783,2,1,2,0,4,1,1,1,1
0,1.024629222,2,2,1,1,6,1,1,1,1
0,0.0,2,2,1,1,6,0,0,0,1
0,2.517534705,1,1,1,1,8,1,0,0,1
1,1.575508906,1,1,1,1,1,1,0,0,0
1,2.225667782,1,1,2,1,5,0,0,0,0
1,1.011152859,2,1,3,0,8,1,0,1,0
2,2.211840535,1,1,2,0,8,1,0,0,1
0,0.991121871,1,1,1,2,5,1,0,1,0
0,0.0,1,1,1,1,9,0,0,1,0
2,0.852663871,2,2,1,1,8,1,1,0,0
1,0.0,1,2,2,0,5,1,1,0,1
1,11.29811003,1,0,1,0,9,0,0,0,0
0,0.0,1,1,2,1,5,1,1,0,0
0,2.772859846,2,0,1,1,10,1,0,0,0
1,2.184082435,1,0,2,0,4,1,0,0,1
1,1.442278584,1,1,1,2,0,0,0,0,0
0,0.0,2,2,2,1,4,0,0,0,1
0,0.72832264,1,2,2,1,4,1,0,0,0
0,0.0,1,1,2,1,5,1,0,0,0
1,0.0,1,2,2,1,6,0,0,0,0
1,0.0,1,2,3,1,1,0,0,1,1
2,0.622482893,1,2,2,0,5,1,0,0,1
0,0.0,1,2,2,1,8,1,1,0,1
0,0.0,1,0,2,0,9,1,1,0,0
1,0.784324917,2,1,1,0,1,0,1,0,0
0,1.127181219,1,1,1,1,6,1,0,0,1
1,0.0,1,1,2,2,4,1,0,0,0
1,0.767842772,2,2,2,0,1,1,1,0,0
1,1.846013533,2,1,1,2,9,1,0,1,0
2,0.409157049,2,2,2,2,2,0,0,0,0
0,0.0,2,1,1,2,4,0,1,1,1
1,0.65077909,2,2,1,0,8,1,0,1,0
1,1.65574646,1,1,1,1,0,1,1,0,1
1,0.0,2,2,2,2,1,0,1,0,1
2,3.157788286,1,1,2,1,2,1,1,0,1
0,2.404246695,1,1,2,1,6,1,1,0,0
2,0.877187445,2,2,3,2,8,0,0,1,1
0,0.0,2,1,1,1,7,1,0,1,0
0,0.897779362,2,1,2,1,5,1,1,0,0
0,0.0,2,0,2,0,2,0,0,1,1
0,0.842364068,1,2,2,1,1,1,1,0,0
0,6.560675141,2,0,1,1,5,1,1,0,1
2,0.908714194,2,2,1,1,3,1,1,0,1
0,0.763391465,2,1,1,2,1,1,1,0,1
0,0.0,1,1,2,1,3,1,1,0,0
0,0.0,2,1,2,1,2,0,1,0,1
0,1.00534307,2,1,1,1,0,0,1,0,1
2,1.600977848,1,1,1,1,8,0,1,0,1
2,2.367517252,1,1,2,2,3,0,1,1,0
0,0.0,1,0,2,1,7,1,0,0,1
2,14.54922338,2,0,1,1,10,0,1,1,0
0,0.531834664,2,2,2,1,6,1,0,0,1
2,1.132871279,2,1,1,2,5,1,0,1,1
1,1.113754489,2,2,1,0,8,1,1,0,0
0,1.868107627,1,1,2,0,9,0,1,0,1
0,1.777590901,2,1,1,2,9,0,1,0,1
2,1.169913061,1,1,2,1,4,1,0,0,1
0,1.504757744,1,1,1,0,3,1,0,0,1
2,1.426819975,1,1,1,2,2,1,1,0,0
0,1.482310469,1,1,1,1,4,1,1,0,1
1,0.0,1,0,1,2,4,0,0,0,0
2,1.126369657,1,1,2,1,3,1,0,0,1
0,0.890471793,1,1,1,1,3,1,1,0,1
2,0.307074172,1,2,1,1,6,1,0,0,0
2,0.652454948,0,2,1,1,3,0,0,0,0
2,1.630166521,1,1,2,0,4,1,0,0,1
0,0.717363465,2,2,1,1,1,0,1,0,1
1,0.0,1,0,1,0,6,0,0,1,0
0,0.0,2,0,2,1,9,0,0,0,1
1,0.0,1,0,2,0,9,0,1,0,0
0,0.0,2,1,1,1,7,1,0,1,0
0,0.0,1,1,2,0,9,1,0,0,0
0,0.940970043,1,2,2,0,4,1,1,0,1
1,0.0,1,1,2,1,2,0,1,0,0
0,1.068812499,2,1,1,2,3,1,1,0,1
2,0.517507406,1,2,3,1,5,1,0,1,0
1,0.0,2,1,2,1,8,1,0,0,1
2,6.894315792,1,0,2,1,4,1,1,0,1
0,0.0,2,0,2,0,8,1,1,0,0
1,3.498097102,1,0,1,2,6,0,1,0,1
1,1.634107107,1,1,1,1,7,0,0,1,0
0,0.0,2,1,1,1,0,1,1,1,1
2,0.885008153,2,2,1,0,6,1,1,0,0
0,1.052338228,1,2,1,0,5,0,1,0,0
0,1.124057821,1,1,1,2,1,1,0,0,0
2,28.87751687,1,0,2,1,3,1,0,0,0
0,0.0,1,0,2,2,5,0,1,0,1
0,0.0,2,1,2,0,2,1,0,0,1
0,0.0,1,0,2,1,9,0,0,0,0
2,349.5219873,1,0,2,0,8,1,1,0,1
0,2.372670766,1,0,2,0,2,0,0,0,1
0,1.299554993,1,1,2,0,5,1,0,0,0
0,2.887266492,2,0,2,2,1,1,1,1,0
0,0.0,2,2,1,0,8,1,1,1,0
0,0.630990689,1,2,2,1,1,0,0,0,0
2,0.809853275,1,1,1,1,4,0,1,0,1
0,0.922465361,2,2,1,2,8,0,0,1,1
0,0.0,2,0,2,2,5,1,1,0,1
2,9.505996926,1,0,1,0,9,0,0,0,1
1,0.0,1,2,1,0,6,1,1,1,1
0,0.0,1,2,2,2,9,1,0,0,1
0,0.0,2,2,2,1,3,1,0,0,1
1,0.0,2,1,2,0,4,1,1,0,0
1,0.736880869,1,2,2,2,6,1,0,0,1
2,0.67942702,1,2,2,0,6,1,0,0,0
2,1.474023376,1,1,1,1,3,0,1,0,0
2,0.57298558,1,2,1,1,1,1,0,1,0
0,0.0,2,2,2,2,6,1,1,0,1
0,0.0,1,1,2,1,8,1,0,0,1
2,0.867256534,1,1,1,0,9,1,1,0,1
0,2.04740891,1,1,1,2,9,1,1,0,1
1,0.352809755,1,1,1,1,2,1,0,1,0
2,0.90767311,1,1,1,1,8,1,1,0,1
0,0.0,2,0,1,2,4,1,0,1,0
1,0.0,1,2,2,1,5,1,1,0,0
0,0.0,1,2,2,2,4,1,1,0,1
1,0.0,2,1,2,1,2,1,1,0,0
2,0.743831307,2,2,1,1,1,1,0,1,1
2,0.573946165,2,2,1,1,9,1,1,0,1
0,0.0,1,2,1,1,6,0,0,1,1
1,0.736969826,1,2,1,0,6,0,0,0,0
0,0.608270926,2,1,2,1,2,1,1,1,1
0,2.920263742,2,0,1,0,6,1,0,0,1
0,0.66835635,2,1,1,2,3,1,0,1,0
2,1.063056972,1,1,1,0,9,1,1,0,1
1,0.0,1,2,2,2,7,1,1,0,1
0,0.0,1,2,1,0,1,1,1,0,1
0,0.825069748,1,1,1,0,5,1,0,1,0
2,11.22575529,1,0,1,1,5,1,0,0,1
1,0.0,1,1,2,2,0,1,1,0,0
0,4.516128834,2,0,2,1,7,1,0,1,0
2,1.845077854,2,1,2,1,9,0,1,0,0
0,0.0,1,1,2,1,1,0,0,0,0
1,0.0,1,1,2,1,9,1,0,0,1
0,1.682126427,1,1,1,1,5,1,0,0,0
1,3.095443655,1,1,3,1,3,0,1,1,1
0,1.979760827,2,1,1,0,4,1,1,0,1
1,0.0,2,1,2,0,1,0,0,0,1
2,12.70955945,1,0,2,1,7,1,0,0,0
0,0.0,1,1,2,1,9,1,1,0,0
1,1.699088984,1,1,2,0,1,0,1,0,1
0,0.0,2,0,1,1,2,1,0,1,0
0,0.570368869,2,1,1,0,6,1,1,0,1
0,0.0,1,1,2,2,4,1,0,0,1
1,0.0,2,1,2,1,8,0,1,0,0
2,2.125444961,1,0,2,2,6,1,1,0,0
0,0.32422121,2,2,1,1,3,1,1,0,1
0,0.0,2,1,3,2,5,0,0,0,1
0,0.0,1,0,2,0,7,1,1,0,0
2,1.515107269,2,1,1,1,1,1,0,1,0
1,4.357851919,2,0,1,1,3,0,1,0,0
2,2.463436813,2,1,2,1,5,1,1,0,1
1,0.0,2,1,2,1,5,0,1,0,1
2,39.82910935,2,0,1,2,10,1,1,1,0
0,0.0,1,1,2,1,7,1,0,0,1
1,0.0,1,0,2,0,4,1,0,0,0
2,1.194392375,1,1,1,2,6,0,0,0,1
1,0.0,1,1,1,2,8,1,0,0,1
2,1.498597395,2,1,1,0,4,1,0,1,0
0,0.0,2,0,2,1,7,1,0,0,1
0,0.0,1,1,2,1,2,0,1,0,1
0,0.0,1,2,2,0,7,1,0,1,0
0,0.0,1,1,2,1,5,1,0,0,1
2,0.886773171,2,1,1,1,4,1,1,1,0
0,0.0,1,1,1,1,2,0,1,0,1
1,3.769412643,1,0,1,2,9,0,0,0,0
2,0.952941467,1,1,2,1,2,1,0,0,0
0,0.692735087,1,2,4,1,7,0,0,1,1
0,0.0,2,2,2,0,6,0,1,0,0
0,0.0,1,1,2,2,9,1,1,0,0
2,0.912872081,1,1,2,1,9,1,0,0,1
0,0.653656573,1,1,2,2,8,0,1,0,1
0,0.913771816,1,1,1,1,4,1,0,0,1
0,0.0,2,1,1,1,6,1,1,0,0
0,1.105648305,1,1,1,1,2,1,0,0,1
1,0.759676988,2,1,2,1,6,1,1,1,0
0,0.713829896,1,2,1,1,6,1,0,0,0
0,0.985452673,2,1,1,1,1,1,0,0,1
2,3.351407307,2,0,1,2,9,1,0,1,1
0,2.845050245,0,0,1,2,4,1,1,0,1
0,3.643397319,1,0,2,2,1,1,0,0,0
1,0.543381527,2,2,2,2,3,1,1,0,1
0,3.009330883,2,0,1,1,2,1,0,1,0
0,1.846232699,2,1,1,1,8,1,0,0,1
0,0.0,0,1,2,1,7,1,1,1,1
0,0.636801983,1,2,1,1,6,1,0,0,1
0,0.673990333,1,2,2,2,9,1,1,0,1
1,0.0,1,1,2,1,1,1,0,0,1
1,1.401612907,1,1,2,1,4,1,0,0,1
0,2.050044863,2,1,1,2,5,0,1,0,1
0,0.633669838,1,2,1,1,2,1,1,0,1
1,0.0,1,0,2,1,7,1,1,0,1
1,2.72597318,2,0,1,2,4,1,0,1,1
0,2.344751211,1,0,1,1,10,0,1,0,1
0,0.0,2,2,1,2,7,1,0,1,1
0,2.13632519,2,1,1,2,9,0,1,1,0
0,3.033258554,1,1,1,1,8,0,0,1,1
2,16.0661131,2,0,3,1,10,0,0,1,1
0,5.248480047,1,0,1,1,6,1,0,0,0
0,0.0,2,2,2,1,5,1,0,0,1
0,0.0,2,2,2,2,3,1,1,0,0
0,0.762530132,1,2,1,2,7,1,1,0,0
0,2.666543739,2,1,1,1,3,0,1,0,1
0,0.0,1,0,2,2,5,0,1,0,1
2,1.196286994,1,1,1,0,6,1,0,0,1
0,0.595636802,1,1,1,1,2,1,0,0,0
0,0.0,1,0,2,1,6,1,1,0,1
1,0.784045151,2,2,1,2,8,1,1,0,1
0,0.0,1,2,2,0,7,0,1,0,1
0,0.0,1,1,1,1,9,1,1,0,1
0,2.036383873,1,1,2,2,1,0,1,0,1
2,1.61995076,2,1,1,1,2,1,0,1,0
2,2.279265388,2,0,2,2,8,1,1,0,1
0,0.0,1,2,1,0,4,0,1,0,1
2,0.994955291,2,2,2,0,9,1,1,0,1
2,1.411310235,1,1,1,1,2,1,1,0,1
0,0.0,2,1,2,1,0,1,1,0,0
0,0.849127731,1,2,1,1,4,1,0,0,1
2,0.544678319,1,2,2,2,9,0,0,0,0
1,3.026790848,1,1,2,1,2,1,1,0,1
0,0.0,1,0,2,1,4,0,1,0,0
1,6.843043518,2,0,1,2,1,1,0,0,0
1,0.760472278,1,1,1,2,3,0,0,0,1
0,0.0,2,0,2,1,7,0,1,0,0
2,2.486515076,2,0,1,1,5,1,1,1,0
1,0.0,1,1,1,1,9,0,1,0,1
0,2.765701658,1,0,2,1,9,1,1,0,1
0,0.0,1,1,2,1,1,1,0,0,0
1,0.567353985,1,2,1,2,1,1,1,0,1
2,1.594872956,1,1,2,0,9,1,0,1,1
1,0.0,1,1,1,1,8,1,1,0,1
1,1.560894556,1,1,1,1,8,1,1,0,0
0,0.836898055,1,2,1,0,2,1,1,0,1
2,0.962730802,2,1,1,1,5,1,0,1,0
1,1.436697167,2,1,1,0,6,1,0,1,0
0,1.091066689,1,2,1,2,8,1,0,0,1
0,0.94860479,1,1,1,1,9,1,1,0,1
0,0.0,1,2,2,2,2,1,1,0,0
1,0.0,2,1,2,2,9,0,0,1,0
2,0.825687312,2,1,4,2,2,1,1,1,1
1,4.066269146,1,0,1,1,2,1,1,0,1
1,0.0,2,1,2,0,8,1,0,0,1
0,2.612370847,1,1,1,2,6,1,0,0,1
0,1.083813229,1,1,1,1,8,1,1,0,1
